app_id,name,bundle_id,seller_name,url,average_rating,rating_count,price,currency,primary_genre,genres,matched_count,examples
586683407,Microsoft Excel,com.microsoft.Office.Excel,Microsoft Corporation,https://apps.apple.com/us/app/microsoft-excel/id586683407?uo=4,4.76417,1255189,0.0,USD,Productivity,Productivity,150,"[{""matched_any"": """", ""rating"": 1, ""snippet"": ""Terrible"", ""updated"": ""2025-08-22T07:59:38-07:00""}, {""matched_any"": """", ""rating"": 5, ""snippet"": ""Great to use some time"", ""updated"": ""2025-08-22T06:07:34-07:00""}, {""matched_any"": """", ""rating"": 1, ""snippet"": ""Microsoft has no problem taking my money but makes it hard just to sign in"", ""updated"": ""2025-08-20T12:00:04-07:00""}, {""matched_any"": """", ""rating"": 1, ""snippet"": ""I ordered enterprise at $15 a month. I’m being charged $15 a month but I don’t have use of enterprise and the apps that come with it. What gives I know I had a previous family p..."", ""updated"": ""2025-08-19T21:11:59-07:00""}, {""matched_any"": """", ""rating"": 1, ""snippet"": ""Will not let me use the app because it says I’m already signed in with my organization. I can’t make this up."", ""updated"": ""2025-08-19T09:37:24-07:00""}]"
541164041,Microsoft 365 Copilot,com.microsoft.officemobile,Microsoft Corporation,https://apps.apple.com/us/app/microsoft-365-copilot/id541164041?uo=4,4.73505,1135551,0.0,USD,Productivity,"Productivity, Business",150,"[{""matched_any"": """", ""rating"": 1, ""snippet"": ""I am incredibly frustrated! I just want to check my work email through my phone.   I can’t figure out how to do it through this app.  It’s not intuitive, and there is no guidanc..."", ""updated"": ""2025-08-21T21:26:42-07:00""}, {""matched_any"": """", ""rating"": 3, ""snippet"": ""I like the app. Other than it loads into the ai mode and you have to swipe and click multiple buttons to actually do anything besides that. Also it’s a useless ai for just basic..."", ""updated"": ""2025-08-21T20:14:05-07:00""}, {""matched_any"": """", ""rating"": 4, ""snippet"": ""The creation of fascinating art by supercomputers, developed by imaginative creators, showcases incredible speeds that are hard to comprehend. It enhances productivity in progra..."", ""updated"": ""2025-08-21T20:03:37-07:00""}, {""matched_any"": """", ""rating"": 1, ""snippet"": ""Seems more limited/buggy vs regular copilot app"", ""updated"": ""2025-08-21T13:54:04-07:00""}, {""matched_any"": """", ""rating"": 5, ""snippet"": ""Top notch AI app I love them both 365 copilot and copilot supreme intelligence I’m a copilot junkie I do my assignments/homework with copilot. Easy access to my files with 365  ..."", ""updated"": ""2025-08-20T20:33:29-07:00""}]"
1459645446,BeReal: Photos & Friends Daily,AlexisBarreyat.BeReal,BeReal,https://apps.apple.com/us/app/bereal-photos-friends-daily/id1459645446?uo=4,4.77724,1111476,0.0,USD,Social Networking,"Social Networking, Photo & Video",150,"[{""matched_any"": """", ""rating"": 2, ""snippet"": ""I was posted my br on time, then I go back and I’ve posted multiple, and they are all gone. I’m just mad 🤷🏽‍♀️"", ""updated"": ""2025-08-22T00:20:55-07:00""}, {""matched_any"": """", ""rating"": 3, ""snippet"": ""I haven’t been able to sign in since when I put my phone number in it says it will text me a code but it never does and just loads and loads and loads and when u try pressing he..."", ""updated"": ""2025-08-21T18:15:17-07:00""}, {""matched_any"": """", ""rating"": 5, ""snippet"": ""I absoloutly love BeReal! It so fun to see what you friend and family are doing and to let them see what you are doing on the spot. The only thing I wish they did was that you c..."", ""updated"": ""2025-08-21T14:50:44-07:00""}, {""matched_any"": """", ""rating"": 5, ""snippet"": ""LOVE BEREAL it’s safe, fun, sometimes glitchy, way to see what my friends are doing. But I don’t understand the followers, even when I delete the request it still has someone fo..."", ""updated"": ""2025-08-21T08:20:59-07:00""}, {""matched_any"": """", ""rating"": 1, ""snippet"": ""I hate the Walmart ads on here. Not worth doing it anymore to see these ads. They stink."", ""updated"": ""2025-08-20T23:27:51-07:00""}]"
335023774,SAP Concur,com.concur.concurmobile,Concur,https://apps.apple.com/us/app/sap-concur/id335023774?uo=4,4.76517,1084084,0.0,USD,Business,"Business, Travel",150,"[{""matched_any"": """", ""rating"": 1, ""snippet"": ""This app used to at least function. Haven’t been able to book travel using the app for weeks. It will take me all the way to the final reservation page, then when you go to clic..."", ""updated"": ""2025-08-19T20:48:05-07:00""}, {""matched_any"": """", ""rating"": 2, ""snippet"": ""The drive portion is a joke even with the update saving routes. Motus was so much easier to use as someone who drives to multiple locations a day. It’s too much starting and sto..."", ""updated"": ""2025-08-19T11:38:33-07:00""}, {""matched_any"": """", ""rating"": 1, ""snippet"": ""Received no notice an update was coming that would no longer allow me to use on my iPhone 14. Which is literally only 2-3 years old. Your app should work at least 5 years out fo..."", ""updated"": ""2025-08-18T06:26:49-07:00""}, {""matched_any"": """", ""rating"": 1, ""snippet"": ""Omg this is ridiculous how bad this app is and still has good reviews"", ""updated"": ""2025-08-17T15:20:45-07:00""}, {""matched_any"": """", ""rating"": 1, ""snippet"": ""I’ve used several and this app makes me want to punch the wall, it’s so bad"", ""updated"": ""2025-08-16T20:34:34-07:00""}]"
410395246,Microsoft OneNote,com.microsoft.onenote,Microsoft Corporation,https://apps.apple.com/us/app/microsoft-onenote/id410395246?uo=4,4.71863,984964,0.0,USD,Productivity,"Productivity, Education",150,"[{""matched_any"": """", ""rating"": 1, ""snippet"": ""I keep getting an error that it can’t open my files because they aren’t synced, but no guidance on how to sync files.  Error message says tap here for details, but there are no ..."", ""updated"": ""2025-08-22T08:01:49-07:00""}, {""matched_any"": """", ""rating"": 1, ""snippet"": ""Needs bug fixes."", ""updated"": ""2025-08-22T04:18:50-07:00""}, {""matched_any"": """", ""rating"": 5, ""snippet"": ""It helps me a lot in my daily life. I take notes on my laptop and then review them later on my phone, or tablet. It is wonderful."", ""updated"": ""2025-08-21T19:12:16-07:00""}, {""matched_any"": """", ""rating"": 3, ""snippet"": ""This is where I store everything and can find everything"", ""updated"": ""2025-08-21T11:25:04-07:00""}, {""matched_any"": """", ""rating"": 4, ""snippet"": ""I really like this app, and so does my family. It’s super versatile and easy to use. Yet I have one, small, and unimportant complaint. The drawing isn’t very intuitive. I know t..."", ""updated"": ""2025-08-21T06:35:59-07:00""}]"
546473125,Quizlet: Study with Flashcards,com.quizlet.quizlet,Quizlet Inc,https://apps.apple.com/us/app/quizlet-study-with-flashcards/id546473125?uo=4,4.7759,962311,0.0,USD,Education,Education,150,"[{""matched_any"": """", ""rating"": 1, ""snippet"": ""HORRIBLE customer service, they keep charging with no way to cancel auto renewal and refuse to refund even when they are charging in advance of the auto renewal date and I have ..."", ""updated"": ""2025-08-21T16:49:15-07:00""}, {""matched_any"": """", ""rating"": 1, ""snippet"": ""Back in my day quizlet used to be free and a beautiful great app to help get ready for my test and quizzes. Ever since they made certain features pay to win my study sessions ha..."", ""updated"": ""2025-08-21T16:20:02-07:00""}, {""matched_any"": """", ""rating"": 5, ""snippet"": ""This app is amazing I love it so much! It’s great it helped me get through so much studying. This app would be good for all ages and there honestly nothing bad I can say."", ""updated"": ""2025-08-21T15:32:04-07:00""}, {""matched_any"": """", ""rating"": 1, ""snippet"": ""Use paper"", ""updated"": ""2025-08-21T13:59:51-07:00""}, {""matched_any"": """", ""rating"": 5, ""snippet"": ""I love it that’s all"", ""updated"": ""2025-08-20T18:52:50-07:00""}]"
561311442,Dollar General-Digital Coupons,com.dollargeneral.iphone,"Dolgencorp, LLC",https://apps.apple.com/us/app/dollar-general-digital-coupons/id561311442?uo=4,4.83443,932229,0.0,USD,Shopping,Shopping,150,"[{""matched_any"": """", ""rating"": 5, ""snippet"": ""One of my favorite stores!"", ""updated"": ""2025-08-22T08:14:11-07:00""}, {""matched_any"": """", ""rating"": 5, ""snippet"": ""My clean freak I find all the great deals here. I love all the sales people. The store is convenient and I have great experiences each week. I recommend a highway."", ""updated"": ""2025-08-22T05:26:13-07:00""}, {""matched_any"": """", ""rating"": 5, ""snippet"": ""Then this app needs to be downloaded. I appreciate the features resembling social medias that we use like FB and instagram. Story like sales that are going on and hot! Due to th..."", ""updated"": ""2025-08-21T21:53:00-07:00""}, {""matched_any"": """", ""rating"": 1, ""snippet"": ""So first time I have tried to use this app for almost a month now all I’ve been able to do is use it as a guest and I have tried to create two accounts with two different emails..."", ""updated"": ""2025-08-21T19:46:46-07:00""}, {""matched_any"": """", ""rating"": 5, ""snippet"": ""Love shopping at DG’s and all the good sales but I also love all the coupons. No coupons are showing on my app.  Cash back offers are there. I would love to have my coupons back..."", ""updated"": ""2025-08-21T16:01:18-07:00""}]"
1069512134,Voice Memos,com.apple.VoiceMemos,Apple Inc.,https://apps.apple.com/us/app/voice-memos/id1069512134?uo=4,4.8219,842503,0.0,USD,Utilities,Utilities,150,"[{""matched_any"": """", ""rating"": 5, ""snippet"": ""I like the voice memos"", ""updated"": ""2025-08-22T08:46:19-07:00""}, {""matched_any"": """", ""rating"": 5, ""snippet"": ""This is really good you can do a bunch of things. I think you should try it."", ""updated"": ""2025-08-21T18:34:03-07:00""}, {""matched_any"": """", ""rating"": 5, ""snippet"": ""Super good and awesome 👍"", ""updated"": ""2025-08-21T17:20:27-07:00""}, {""matched_any"": """", ""rating"": 5, ""snippet"": ""The greatest thing I ever used."", ""updated"": ""2025-08-21T07:06:10-07:00""}, {""matched_any"": """", ""rating"": 5, ""snippet"": ""5 stars"", ""updated"": ""2025-08-20T21:10:45-07:00""}]"
723961236,Booksy for Customers,com.sensi.BooksyCUST,Booksy International sp. z o.o.,https://apps.apple.com/us/app/booksy-for-customers/id723961236?uo=4,4.92394,822302,0.0,USD,Lifestyle,Lifestyle,150,"[{""matched_any"": """", ""rating"": 5, ""snippet"": ""She’s amazing I’ll tell anybody to go to her for her services. She’s something like a nail therapist lol she works we talk and laugh."", ""updated"": ""2025-08-19T06:35:53-07:00""}, {""matched_any"": """", ""rating"": 1, ""snippet"": ""Opening my account because I had to for some reason booking a hair appointment and then got emails every other day stating how I needed to change my passcode which I don’t know ..."", ""updated"": ""2025-08-18T23:45:37-07:00""}, {""matched_any"": """", ""rating"": 5, ""snippet"": ""This app is so easy to use. I love how I can do what I need in the app."", ""updated"": ""2025-08-17T12:58:10-07:00""}, {""matched_any"": """", ""rating"": 5, ""snippet"": ""Awesome place!! So clean with amazing customer service and great atmosphere! Very skilled massage therapists! Love my visits there"", ""updated"": ""2025-08-17T11:50:08-07:00""}, {""matched_any"": """", ""rating"": 1, ""snippet"": ""I got charged for a no show but the barber was over 15 minutes late.  Not only for my appointment but the one before mine."", ""updated"": ""2025-08-17T10:43:14-07:00""}]"
1401019110,Afterpay: Pay over time,com.afterpay.afterpay-consumer-us,Afterpay Holdings Ltd,https://apps.apple.com/us/app/afterpay-pay-over-time/id1401019110?uo=4,4.91988,751094,0.0,USD,Shopping,"Shopping, Finance",150,"[{""matched_any"": """", ""rating"": 1, ""snippet"": ""I took back all of the items I bought on through AfterPay from Belks. They gave me credit to my card and I tried to contact AfterPay to make sure everything is ok but there is n..."", ""updated"": ""2025-08-21T19:46:53-07:00""}, {""matched_any"": """", ""rating"": 1, ""snippet"": ""Made a few late payments no later than 3-4 days and now the only thing available to spend after paying them off a $400 order 2weeks early is $50 dollars. I went ahead and closed..."", ""updated"": ""2025-08-21T07:51:22-07:00""}, {""matched_any"": """", ""rating"": 1, ""snippet"": ""Someone used my card to open an afterpay account, they then bought stuff for 169$. I asked afterpay to flag the transactions as fraud and they refused. DO NOT USE THIS APP. It i..."", ""updated"": ""2025-08-20T18:48:54-07:00""}, {""matched_any"": """", ""rating"": 2, ""snippet"": ""App changed with Cash App it’s not easily accessible"", ""updated"": ""2025-08-20T13:57:35-07:00""}, {""matched_any"": """", ""rating"": 1, ""snippet"": ""I placed and order it totaled 381 but Afterpay charged 451 way over the initial price. They are adding to the order for adjustments but we are paying over the price for the orde..."", ""updated"": ""2025-08-20T06:19:06-07:00""}]"
1019442026,Simply Piano: Learn Piano Fast,com.joytunes.asla,Simply Ltd,https://apps.apple.com/us/app/simply-piano-learn-piano-fast/id1019442026?uo=4,4.68434,739899,0.0,USD,Education,"Education, Music",150,"[{""matched_any"": """", ""rating"": 2, ""snippet"": ""When I was doing the task, they said does anyone like playing the guitar or singing, I said no because they don’t do that. so I can’t continue on.😕"", ""updated"": ""2025-08-21T22:19:41-07:00""}, {""matched_any"": """", ""rating"": 5, ""snippet"": ""It would be so cool if they added takedown , how its done , golden , soda pop , your idol , what it sounds like"", ""updated"": ""2025-08-21T15:51:30-07:00""}, {""matched_any"": """", ""rating"": 5, ""snippet"": ""This is the best app ever created"", ""updated"": ""2025-08-21T15:37:21-07:00""}, {""matched_any"": """", ""rating"": 1, ""snippet"": ""Parts where you have multiple songs and have to earn a certain number of stars to move on is too harsh"", ""updated"": ""2025-08-21T13:09:35-07:00""}, {""matched_any"": """", ""rating"": 4, ""snippet"": ""Please teach me to play hey driver and I’ll give you five Stars"", ""updated"": ""2025-08-21T07:03:08-07:00""}]"
1523682319,Widgetsmith,com.crossforward.WidgetSmith,"Cross Forward Consulting, LLC",https://apps.apple.com/us/app/widgetsmith/id1523682319?uo=4,4.60058,698757,0.0,USD,Productivity,"Productivity, Utilities",150,"[{""matched_any"": """", ""rating"": 5, ""snippet"": ""Love it so much it makes my phone look so aesthetic and it is also free l  would definitely recommend this app pls go try it out bye❤️"", ""updated"": ""2025-08-21T15:10:34-07:00""}, {""matched_any"": """", ""rating"": 5, ""snippet"": ""This is such a good app and it helps me customize my phone in my own style and it’s really easy to use"", ""updated"": ""2025-08-21T05:22:16-07:00""}, {""matched_any"": """", ""rating"": 5, ""snippet"": ""This app is so peak 😼  My iPad looks so kewl because of it 👅"", ""updated"": ""2025-08-20T22:18:44-07:00""}, {""matched_any"": """", ""rating"": 4, ""snippet"": ""don’t get me wrong, i love the app. beautiful for widgets but when the option for us to change our photo disappears, it’s frustrating because idk how to fix it."", ""updated"": ""2025-08-20T17:01:47-07:00""}, {""matched_any"": """", ""rating"": 5, ""snippet"": ""I live widgetsmitj!"", ""updated"": ""2025-08-20T08:55:34-07:00""}]"
401626263,Airbnb,com.airbnb.app,"Airbnb, Inc.",https://apps.apple.com/us/app/airbnb/id401626263?uo=4,4.76511,682203,0.0,USD,Travel,"Travel, Lifestyle",150,"[{""matched_any"": """", ""rating"": 3, ""snippet"": ""No place to put the rewards for my 50$"", ""updated"": ""2025-08-22T08:44:40-07:00""}, {""matched_any"": """", ""rating"": 1, ""snippet"": ""Airbnb’s review system is misleading and broken. We left an honest review of a Superhost, but Airbnb buried it and allowed the host to respond with defamatory, discriminatory, a..."", ""updated"": ""2025-08-22T06:22:33-07:00""}, {""matched_any"": """", ""rating"": 3, ""snippet"": ""airbnb is great in terms of the actual service but i believe an app's functionality itself is so important. there used to be a feature where you could be shown houses based on u..."", ""updated"": ""2025-08-21T23:53:35-07:00""}, {""matched_any"": """", ""rating"": 1, ""snippet"": ""Where is the app of using my life straight trash please don’t download rip off straight trash. Poor people can’t even they can’t even afford their own website. They have a funct..."", ""updated"": ""2025-08-21T20:44:13-07:00""}, {""matched_any"": """", ""rating"": 1, ""snippet"": ""Worst app I have ever used when it comes to booking a place to stay. Refuses to take payment."", ""updated"": ""2025-08-21T16:14:29-07:00""}]"
